Breed,Color,Gender,Age,AdoptionLikelihood
Pit Bull Mix,Yellow/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Red/White,Neutered Male,2,1
Labrador Retriever/Australian Cattle Dog,Tricolor,Intact Male,0,0
Chihuahua Shorthair Mix,Tan,Intact Male,0,0
Schipperke/Chihuahua Shorthair,Black,Neutered Male,0,1
Pit Bull Mix,White/Red,Spayed Female,7,1
Pit Bull Mix,Blue/White,Spayed Female,1,1
Chihuahua Shorthair Mix,Tan,Neutered Male,1,1
American Bulldog Mix,Tan,Intact Male,0,0
Australian Cattle Dog Mix,White/Tan,Spayed Female,2,0
Beagle Mix,Brown/Tricolor,Neutered Male,1,1
Pointer Mix,White/Black,Intact Male,0,0
Dachshund/Jack Russell Terrier,Red/White,Neutered Male,2,1
Wire Hair Fox Terrier Mix,Cream,Intact Male,0,0
Border Collie Mix,Black/White,Spayed Female,0,0
Pointer Mix,Black/White,Spayed Female,5,1
Chihuahua Shorthair Mix,Brown,Spayed Female,1,0
Pit Bull Mix,Red/White,Intact Female,1,0
Australian Cattle Dog Mix,Tan/White,Neutered Male,0,0
Weimaraner Mix,Brown,Neutered Male,0,1
Chinese Sharpei/Labrador Retriever,Sable,Spayed Female,2,0
Labrador Retriever Mix,Brown/White,Spayed Female,7,1
German Shepherd Mix,Black/Tan,Neutered Male,0,1
Pit Bull Mix,Blue/White,Spayed Female,2,1
Labrador Retriever,Tan,Intact Female,0,0
Soft Coated Wheaten Terrier Mix,White/Tan,Neutered Male,0,0
Boxer Mix,White/Black,Neutered Male,1,0
Staffordshire Mix,Tan/White,Neutered Male,6,0
Chihuahua Shorthair Mix,Black/White,Spayed Female,0,1
Basset Hound Mix,Brown/White,Neutered Male,1,1
Shih Tzu,Cream,Spayed Female,1,0
Australian Shepherd Mix,Tan/White,Intact Female,0,0
Labrador Retriever Mix,Black/White,Spayed Female,1,1
Border Collie/Pit Bull,Black/White,Spayed Female,1,1
Rottweiler Mix,Black/Brown,Neutered Male,3,0
Anatol Shepherd Mix,Brown Brindle/Brown,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Neutered Male,2,0
Pit Bull Mix,Brown/White,Neutered Male,3,1
German Shepherd Mix,Black/Tan,Spayed Female,9,1
Catahoula Mix,Black/White,Spayed Female,2,1
Bedlington Terr Mix,White,Spayed Female,4,1
Border Collie Mix,Chocolate/Black,Neutered Male,0,0
Dachshund/Chihuahua Shorthair,Black/Brown,Spayed Female,0,1
Australian Cattle Dog Mix,Black/Blue Tick,Spayed Female,3,1
Australian Cattle Dog,Red Merle/White,Neutered Male,2,1
Labrador Retriever Mix,Chocolate,Spayed Female,0,0
Australian Cattle Dog/Basenji,Red/White,Neutered Male,1,0
Pit Bull Mix,Brown,Spayed Female,1,1
American Pit Bull Terrier Mix,Yellow Brindle/White,Neutered Male,2,1
German Shepherd,Black/Tan,Neutered Male,3,0
Chihuahua Shorthair Mix,Blue,Spayed Female,11,0
Mastiff/Akita,Brown Brindle/White,Neutered Male,4,1
Labrador Retriever Mix,Chocolate,Neutered Male,1,0
Saluki Mix,Tan/White,Intact Male,0,0
Shih Tzu Mix,Silver/White,Neutered Male,8,0
Pit Bull Mix,Fawn,Intact Male,7,0
Jack Russell Terrier/Basenji,Tan/White,Spayed Female,0,1
Cairn Terrier/Dachshund Wirehair,White/Tan,Spayed Female,1,1
Labrador Retriever,White/Tan,Neutered Male,0,1
American Pit Bull Terrier Mix,Black Smoke,Intact Female,3,0
Pit Bull Mix,Blue/Tan,Neutered Male,3,1
Pointer/Staffordshire,Black/White,Intact Male,0,1
Dachshund Mix,Brown/White,Neutered Male,2,1
Miniature Poodle,Black,Spayed Female,3,0
Rottweiler Mix,Black,Unknown,0,0
Cocker Spaniel,Sable/White,Spayed Female,10,1
Border Collie Mix,Black/White,Neutered Male,0,1
Chihuahua Shorthair/Dachshund,Brown/White,Neutered Male,0,1
Chihuahua Longhair Mix,Tricolor,Neutered Male,3,1
Pit Bull,Red/Gold,Intact Male,1,0
Labrador Retriever Mix,Chocolate/Tan,Spayed Female,4,1
Boxer Mix,Black/White,Spayed Female,2,0
Labrador Retriever Mix,White/Black,Spayed Female,2,1
Labrador Retriever Mix,Black/White,Neutered Male,3,1
Chihuahua Shorthair Mix,White/Tan,Neutered Male,2,1
Australian Shepherd Mix,Blue Merle/White,Spayed Female,2,1
Labrador Retriever/Chinese Sharpei,Black/White,Neutered Male,2,1
Australian Kelpie Mix,Black/White,Spayed Female,3,1
Labrador Retriever Mix,Tan,Neutered Male,0,0
Whippet Mix,Black/White,Neutered Male,0,1
American Bulldog Mix,White/Brown Brindle,Neutered Male,1,0
Labrador Retriever/Anatol Shepherd,White/Black,Spayed Female,0,1
Yorkshire Terrier Mix,White/Black,Spayed Female,0,0
Norfolk Terrier/Standard Poodle,Cream,Neutered Male,2,1
Labrador Retriever/German Shepherd,Brown/Black,Spayed Female,0,1
Golden Retriever Mix,Tan/White,Spayed Female,1,1
Plott Hound Mix,Brown Brindle/White,Intact Female,0,0
Siberian Husky,Red/White,Neutered Male,3,1
Papillon Mix,White,Spayed Female,1,1
Chihuahua Shorthair Mix,Cream,Neutered Male,2,1
Rat Terrier Mix,Black/White,Spayed Female,6,1
Maltese Mix,White,Unknown,0,0
Chihuahua Shorthair Mix,Tan/White,Spayed Female,6,1
Pit Bull,Brown Brindle,Spayed Female,1,1
Dachshund/Bloodhound,Brown/White,Spayed Female,0,0
Labrador Retriever Mix,Black,Intact Male,0,0
Plott Hound Mix,Black Brindle,Spayed Female,0,0
Staffordshire Mix,Black Brindle/White,Spayed Female,2,1
Basset Hound Mix,White/Brown,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Spayed Female,3,1
Pit Bull Mix,Blue,Intact Male,3,0
Chihuahua Shorthair Mix,Tricolor,Spayed Female,0,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Pit Bull Mix,Fawn,Spayed Female,1,1
Black Mouth Cur Mix,Brown/Black,Intact Female,0,0
Miniature Schnauzer Mix,Blue Merle,Spayed Female,1,1
Labrador Retriever Mix,Brown,Neutered Male,2,1
Pit Bull Mix,White/Brown,Spayed Female,1,1
Labrador Retriever Mix,Tan/White,Spayed Female,0,1
Australian Cattle Dog Mix,Brown/Black,Spayed Female,0,1
Pit Bull Mix,Black,Intact Male,3,0
Dachshund/Chihuahua Shorthair,Red/White,Intact Male,1,1
Labrador Retriever Mix,Black/White,Spayed Female,5,1
Labrador Retriever Mix,Tricolor,Neutered Male,1,1
Catahoula Mix,Brown Brindle/White,Spayed Female,4,1
Labrador Retriever Mix,Chocolate/White,Neutered Male,0,1
Pit Bull,Black/White,Intact Male,3,0
Rat Terrier Mix,Black/White,Spayed Female,2,1
Rottweiler Mix,Black/Tan,Spayed Female,0,1
Chihuahua Shorthair Mix,Red Tick,Spayed Female,2,1
Labrador Retriever Mix,Tan/White,Spayed Female,2,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Rottweiler Mix,Black/Brown,Neutered Male,7,1
Dachshund Mix,Red,Spayed Female,9,0
Black Mouth Cur Mix,Tan,Spayed Female,0,1
Labrador Retriever/Beagle,Tan/White,Spayed Female,0,1
Staffordshire Mix,White/Tan,Spayed Female,3,1
German Shepherd,Brown,Spayed Female,10,0
Australian Cattle Dog Mix,Tan/White,Intact Female,1,0
Chihuahua Shorthair,White,Intact Male,1,0
Australian Cattle Dog/Bull Terrier,White/Black Brindle,Spayed Female,1,0
Boxer Mix,White/Brown Brindle,Spayed Female,0,1
Dachshund Wirehair/Norfolk Terrier,Buff,Spayed Female,0,0
Chihuahua Shorthair Mix,Tricolor,Neutered Male,4,1
Labrador Retriever/Pointer,White/Black,Neutered Male,0,1
Chihuahua Shorthair Mix,White/Brown,Spayed Female,3,1
Landseer/Great Pyrenees,White/Black,Intact Female,2,0
American Pit Bull Terrier Mix,Tan/White,Neutered Male,2,1
Anatol Shepherd/German Shepherd,Brown/Black,Neutered Male,0,1
German Shepherd/Labrador Retriever,Black/Tan,Spayed Female,0,1
Miniature Pinscher/Chihuahua Shorthair,Chocolate/Tan,Intact Male,1,0
Pit Bull,White/Tan,Spayed Female,2,1
German Shepherd/Labrador Retriever,Black,Neutered Male,0,0
Chihuahua Shorthair Mix,Tan/Brown,Neutered Male,0,1
Maltese,White,Spayed Female,5,1
American Pit Bull Terrier Mix,Fawn/White,Spayed Female,6,0
German Shepherd,Black/Tan,Intact Male,2,1
American Pit Bull Terrier/Basenji,White/Tan,Spayed Female,2,1
Pekingese/Shih Tzu,White/Tricolor,Spayed Female,0,0
Labrador Retriever Mix,White/Brown,Spayed Female,0,1
Border Collie Mix,Black/White,Intact Female,2,0
Australian Shepherd/Alaskan Malamute,Blue Merle/White,Neutered Male,3,1
Pit Bull Mix,White/Tan,Neutered Male,1,1
Australian Cattle Dog Mix,Black/Tan,Spayed Female,2,1
Australian Cattle Dog Mix,Tan,Spayed Female,2,1
Great Dane/Greyhound,Black/White,Neutered Male,5,1
Chihuahua Shorthair Mix,Sable,Spayed Female,0,0
Rat Terrier Mix,White/Black,Neutered Male,0,0
Pit Bull Mix,White/Black,Neutered Male,1,1
Border Collie Mix,Black/White,Spayed Female,5,1
Pit Bull,Brown Brindle/White,Intact Male,0,0
Labrador Retriever Mix,Brown,Neutered Male,7,1
Rottweiler,Black/Brown,Intact Female,7,0
Yorkshire Terrier Mix,Cream/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Sable,Neutered Male,3,0
Boxer Mix,Tan/Black,Neutered Male,0,1
Pit Bull Mix,Brown/White,Unknown,0,0
German Shepherd Mix,Brown/Black,Intact Female,0,0
Border Collie Mix,Chocolate/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Brown,Intact Male,0,0
Dachshund Mix,Black/Tan,Neutered Male,1,1
Labrador Retriever/Standard Poodle,Brown,Neutered Male,5,1
Chow Chow Mix,Red,Spayed Female,1,0
Pit Bull Mix,Blue/White,Neutered Male,1,1
Pit Bull Mix,Blue/White,Neutered Male,2,1
Labrador Retriever Mix,Black/White,Neutered Male,0,1
Finnish Spitz Mix,Cream,Spayed Female,0,1
Maltese,Cream,Intact Female,0,0
German Shepherd/Golden Retriever,Sable,Spayed Female,0,1
Black/Tan Hound Mix,Black/Brown,Spayed Female,5,0
Newfoundland/Border Collie,Black,Neutered Male,6,1
Jack Russell Terrier Mix,White/Brown,Intact Male,1,0
Labrador Retriever/Flat Coat Retriever,Black/White,Neutered Male,7,1
Cardigan Welsh Corgi Mix,Black/Tan,Spayed Female,1,0
Great Dane,Black/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown/Tan,Spayed Female,0,0
Pit Bull Mix,Black/White,Neutered Male,1,0
Pit Bull Mix,Blue/White,Intact Female,0,0
Labrador Retriever Mix,Black/White,Intact Female,0,0
Pit Bull Mix,Blue/White,Neutered Male,3,1
Labrador Retriever Mix,Tan,Spayed Female,2,1
Boxer Mix,White/Brown,Spayed Female,0,1
Chihuahua Shorthair Mix,Tan/White,Intact Male,0,0
Whippet Mix,Brown/Black,Spayed Female,1,1
German Shepherd Mix,Brown/Black,Intact Male,0,0
Pit Bull Mix,Tan/White,Neutered Male,1,1
Bichon Frise Mix,White,Neutered Male,1,1
Alaskan Husky/German Shepherd,Black/Tan,Neutered Male,0,0
American Bulldog,White/Brown Brindle,Intact Female,8,0
Chihuahua Shorthair Mix,Brown/White,Intact Female,2,0
Australian Shepherd Mix,Brown/Black,Intact Female,0,0
Labrador Retriever Mix,White/Brown,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown/Black,Intact Female,10,0
Cairn Terrier Mix,Brown/White,Spayed Female,0,1
Dachshund Longhair Mix,Brown,Neutered Male,4,1
Black/Tan Hound/German Shepherd,Black/Tan,Neutered Male,0,0
Pit Bull Mix,Brown Brindle/White,Spayed Female,2,1
Labrador Retriever Mix,Black/White,Intact Female,0,0
Chihuahua Shorthair Mix,Brown/White,Neutered Male,0,1
Dachshund Mix,Red/Red Merle,Spayed Female,2,1
Chihuahua Shorthair Mix,Red,Neutered Male,3,0
Pit Bull Mix,Blue/White,Neutered Male,1,1
Smooth Fox Terrier Mix,Tan/White,Neutered Male,0,1
German Shepherd,Red/White,Neutered Male,2,0
Pit Bull Mix,Tan/White,Spayed Female,3,1
Pit Bull Mix,Brown,Spayed Female,1,1
German Shepherd Mix,White,Neutered Male,2,1
Chihuahua Shorthair Mix,Chocolate,Spayed Female,0,1
Dachshund Mix,Black/White,Neutered Male,6,0
Black Mouth Cur Mix,Brown/White,Intact Female,1,0
Labrador Retriever Mix,Black/White,Neutered Male,0,1
German Shepherd Mix,Sable/Tan,Spayed Female,1,1
Chihuahua Shorthair Mix,Tan/White,Spayed Female,0,1
Pit Bull Mix,Black Brindle/White,Intact Male,1,0
Labrador Retriever Mix,Black,Intact Male,1,0
Chihuahua Shorthair Mix,Tan,Intact Male,2,1
Labrador Retriever/Border Collie,Black/White,Intact Female,0,0
Labrador Retriever Mix,Tan,Neutered Male,1,1
Labrador Retriever Mix,Brown Brindle,Intact Male,0,0
Labrador Retriever Mix,Brown/White,Neutered Male,1,1
Labrador Retriever Mix,Chocolate/White,Neutered Male,3,1
Great Dane Mix,Tan/Black,Spayed Female,2,1
Smooth Fox Terrier/Labrador Retriever,Brown/White,Spayed Female,0,0
Soft Coated Wheaten Terrier/Labrador Retriever,Black/Tan,Spayed Female,0,1
Alaskan Husky,Brown/Tan,Neutered Male,2,1
Chihuahua Shorthair Mix,Fawn,Spayed Female,2,1
Chow Chow Mix,Gold,Intact Male,2,0
Boxer Mix,Red/White,Neutered Male,1,0
Labrador Retriever Mix,Chocolate/White,Spayed Female,1,1
Chihuahua Shorthair Mix,Chocolate,Intact Female,0,0
Labrador Retriever/Boxer,Black,Neutered Male,5,0
Pit Bull Mix,White/Brown,Neutered Male,2,0
Labrador Retriever Mix,Yellow,Neutered Male,3,1
German Shepherd Mix,Brown/Black,Intact Male,0,0
Staffordshire Mix,Brown Brindle/White,Neutered Male,0,1
Siberian Husky Mix,White,Intact Female,3,0
Rat Terrier Mix,White/Black,Spayed Female,1,1
Pit Bull Mix,Blue/White,Neutered Male,1,1
Great Pyrenees,Cream,Intact Male,0,0
Rhod Ridgeback/Labrador Retriever,Red/White,Spayed Female,3,1
Redbone Hound Mix,Tan/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Red,Intact Male,3,0
Pit Bull/Dalmatian,White/Black,Spayed Female,9,0
Pit Bull Mix,Black/White,Intact Male,0,0
Boston Terrier Mix,Black/Brown Brindle,Spayed Female,0,1
Chihuahua Shorthair/Dachshund,Brown/White,Neutered Male,1,0
Black Mouth Cur Mix,Brown,Neutered Male,1,0
Miniature Schnauzer Mix,Black/White,Spayed Female,2,1
Maltese Mix,White,Spayed Female,1,1
Chihuahua Shorthair Mix,Tan,Neutered Male,7,0
Chihuahua Shorthair Mix,Black/Tan,Neutered Male,0,1
Black Mouth Cur Mix,Brown,Spayed Female,1,1
Boxer Mix,Brown/White,Intact Female,2,0
Chihuahua Shorthair Mix,Brown/Black,Intact Male,0,0
Toy Poodle Mix,White,Neutered Male,4,1
Queensland Heeler Mix,White/Blue Merle,Spayed Female,10,1
Australian Cattle Dog Mix,White/Black,Spayed Female,0,1
Australian Cattle Dog,Black/Tan,Neutered Male,3,0
Labrador Retriever Mix,Black,Spayed Female,0,1
Pit Bull Mix,White,Spayed Female,5,0
American Staffordshire Terrier Mix,Blue/White,Spayed Female,5,1
Pit Bull Mix,Blue/White,Neutered Male,5,1
Australian Cattle Dog Mix,Black/Blue Tick,Spayed Female,5,1
American Bulldog Mix,Blue/White,Neutered Male,2,1
Chihuahua Shorthair Mix,Black/Tan,Neutered Male,1,1
Pit Bull Mix,Red,Spayed Female,3,1
Australian Shepherd Mix,White/Red Merle,Intact Female,0,0
Chihuahua Shorthair Mix,Blue Merle,Intact Male,0,0
Anatol Shepherd/Labrador Retriever,Brown Brindle/White,Neutered Male,1,1
Shih Tzu Mix,Tan/White,Intact Female,5,0
Blue Lacy,Blue/White,Neutered Male,0,1
German Shepherd Mix,Black/Brown,Neutered Male,6,1
Pit Bull Mix,Tan/White,Neutered Male,2,0
German Shepherd/Border Collie,Black/Tan,Spayed Female,2,1
German Shepherd,Brown/Black,Intact Female,0,0
Black Mouth Cur Mix,Brown/Tricolor,Spayed Female,1,1
German Shepherd,Black/Brown,Neutered Male,10,0
Chihuahua Shorthair Mix,Black/White,Neutered Male,2,1
Australian Shepherd/German Shepherd,Brown/Tricolor,Neutered Male,0,1
American Pit Bull Terrier Mix,Fawn/Brown Brindle,Neutered Male,2,1
American Bulldog Mix,White/Brown,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Neutered Male,7,1
Chihuahua Shorthair Mix,Cream/White,Neutered Male,2,1
Boxer Mix,Brown Brindle/White,Neutered Male,1,1
Pit Bull Mix,Chocolate/White,Spayed Female,1,1
Siberian Husky/Pit Bull,Brown/White,Intact Female,0,0
Chihuahua Shorthair Mix,Black/Tan,Spayed Female,3,1
Great Pyrenees,White/Brown,Intact Female,0,0
Miniature Schnauzer Mix,Brown/Gray,Spayed Female,0,0
Labrador Retriever Mix,Black/White,Spayed Female,3,1
Labrador Retriever Mix,Tan,Neutered Male,0,1
Pug/Beagle,Tan,Spayed Female,4,0
Cavalier Span Mix,Brown/White,Spayed Female,0,1
Labrador Retriever/Australian Cattle Dog,Tricolor,Intact Female,0,0
Border Collie Mix,Black/White,Spayed Female,0,1
Cairn Terrier/Chihuahua Shorthair,Tan/White,Spayed Female,2,1
Labrador Retriever/Doberman Pinsch,Tan,Spayed Female,0,1
Shih Tzu Mix,White/Black,Intact Male,10,0
Pit Bull Mix,Tan/White,Intact Female,4,0
Weimaraner Mix,Brown,Neutered Male,0,1
Pit Bull Mix,Blue/White,Neutered Male,5,1
Pit Bull,Tan/White,Neutered Male,4,0
German Shepherd Mix,Black/Brown,Neutered Male,0,1
Chihuahua Shorthair,Black,Spayed Female,0,1
Boxer,Black/White,Intact Male,0,0
Australian Cattle Dog Mix,Brown/White,Spayed Female,2,1
German Shepherd,Tan/Black,Neutered Male,0,1
Chihuahua Shorthair Mix,Tan,Intact Female,0,1
Mastiff Mix,White/Black,Neutered Male,0,0
Boxer Mix,Brown Brindle/White,Spayed Female,2,1
Siberian Husky Mix,White,Neutered Male,1,1
Wire Hair Fox Terrier,Tan,Intact Female,0,0
Beagle Mix,Tan/Black,Spayed Female,0,1
Pekingese Mix,Brown/Black,Neutered Male,0,0
Australian Kelpie,Chocolate/White,Spayed Female,0,1
Black Mouth Cur,Tan/Black,Neutered Male,4,1
German Shepherd,Black/Tan,Neutered Male,3,1
Border Collie Mix,Black/Brown Brindle,Intact Female,0,0
Pointer/Staffordshire,White/Black,Spayed Female,0,1
Labrador Retriever/Plott Hound,Black Brindle,Neutered Male,0,1
Cairn Terrier Mix,Tricolor/Brown,Neutered Male,1,1
Labrador Retriever/Chinese Sharpei,White/Cream,Neutered Male,0,1
Labrador Retriever Mix,Tan/White,Neutered Male,1,1
Maltese/Miniature Poodle,White,Spayed Female,0,0
Shih Tzu,White/Blue,Intact Male,2,0
Beagle/Pug,Brown/Black,Spayed Female,4,0
German Shepherd,Tricolor/Brown,Spayed Female,3,1
Alaskan Husky Mix,Black/White,Neutered Male,1,1
Carolina Dog/Alaskan Husky,Red,Neutered Male,1,1
Border Collie,Black/White,Intact Male,1,0
German Shepherd/Whippet,Black/White,Intact Female,0,1
Pit Bull Mix,Blue/White,Intact Male,2,0
German Shepherd Mix,White,Spayed Female,0,1
Pointer Mix,Black/White,Spayed Female,0,1
Chihuahua Shorthair/Dachshund,Black/Tan,Spayed Female,0,1
Pit Bull Mix,Black/White,Spayed Female,1,1
Cardigan Welsh Corgi/Blue Lacy,Blue,Neutered Male,3,1
Pit Bull Mix,Blue/White,Intact Female,0,0
German Shepherd Mix,Red,Neutered Male,2,1
Great Pyrenees Mix,White/Brown,Neutered Male,4,1
Australian Cattle Dog Mix,Cream,Spayed Female,1,0
Chihuahua Shorthair Mix,White/Cream,Spayed Female,2,1
Cardigan Welsh Corgi/Cocker Spaniel,Gold/Tan,Intact Male,1,0
Cairn Terrier Mix,Black,Neutered Male,1,1
Labrador Retriever Mix,Brown,Intact Female,0,0
American Pit Bull Terrier,Blue/White,Spayed Female,0,0
Labrador Retriever Mix,Brown/White,Intact Female,2,0
Chihuahua Shorthair Mix,Tricolor/White,Spayed Female,1,1
Australian Cattle Dog/Basenji,Brown/White,Spayed Female,3,1
German Shepherd Mix,Black/Tan,Spayed Female,4,1
Labrador Retriever/German Shepherd,Buff/White,Spayed Female,9,1
Black Mouth Cur Mix,Brown/White,Spayed Female,1,1
Rat Terrier,White/Tricolor,Spayed Female,6,1
German Shepherd/Australian Cattle Dog,Red Tick/White,Neutered Male,0,0
Australian Shepherd Mix,Tricolor,Neutered Male,0,1
Miniature Pinscher Mix,Black/Tan,Neutered Male,0,1
Yorkshire Terrier Mix,Black/Tan,Spayed Female,1,1
Catahoula Mix,Black/Tricolor,Intact Female,0,0
Staffordshire Mix,Brown Brindle/White,Neutered Male,4,1
Chihuahua Shorthair Mix,Black/Tricolor,Neutered Male,0,1
American Bulldog Mix,Black/White,Intact Female,0,0
Plott Hound,Brown Brindle,Spayed Female,0,1
Siberian Husky Mix,Black/Tan,Neutered Male,1,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,3,0
Pit Bull,White/Brown,Neutered Male,3,1
Australian Shepherd Mix,Brown,Spayed Female,2,1
German Shepherd Mix,Brown/Black,Spayed Female,0,1
Dachshund/Chihuahua Shorthair,Black/Tan,Neutered Male,2,1
Labrador Retriever Mix,Tan,Neutered Male,6,1
Black Mouth Cur Mix,Tan/Black,Spayed Female,1,0
Shetland Sheepdog Mix,Brown,Intact Female,9,0
Staffordshire Mix,Blue/White,Spayed Female,2,1
Labrador Retriever Mix,Brown Brindle/White,Neutered Male,0,1
Boxer Mix,Tan/White,Spayed Female,0,1
German Shepherd,Tan/Black,Spayed Female,0,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
West Highland Mix,White,Neutered Male,2,1
Dachshund Longhair Mix,White/Gray,Spayed Female,2,1
American Staffordshire Terrier Mix,Fawn/Tricolor,Neutered Male,5,0
Great Pyrenees/Labrador Retriever,Tan,Neutered Male,0,1
Chihuahua Shorthair Mix,Tan/White,Intact Male,5,0
Pit Bull Mix,Tan/White,Neutered Male,0,1
Maltese/Miniature Poodle,White/Black,Neutered Male,3,0
Chihuahua Longhair Mix,Black/Tan,Neutered Male,5,0
Black Mouth Cur Mix,Red/White,Spayed Female,0,1
Miniature Schnauzer Mix,Buff,Spayed Female,2,1
Labrador Retriever Mix,Black/White,Intact Female,0,0
Black Mouth Cur Mix,Sable/White,Neutered Male,0,1
Labrador Retriever Mix,Brown/White,Neutered Male,0,0
Pit Bull,Blue,Intact Female,0,0
German Shepherd/Australian Cattle Dog,Tan/Red Tick,Neutered Male,1,0
Pointer/Pit Bull,Tan/White,Neutered Male,3,0
Miniature Schnauzer Mix,Tan,Neutered Male,4,1
Australian Cattle Dog Mix,Black/White,Neutered Male,2,1
German Shepherd,Black,Intact Male,2,0
Pointer/Border Collie,Black/White,Neutered Male,0,1
Labrador Retriever Mix,Black,Intact Male,0,0
Chihuahua Longhair Mix,Buff,Neutered Male,1,1
Rottweiler,Black/Tan,Spayed Female,5,0
Chihuahua Shorthair Mix,White/Tan,Neutered Male,2,0
Labrador Retriever,Black,Neutered Male,5,0
Dachshund Mix,Red,Intact Female,14,0
Siberian Husky Mix,Tan/White,Spayed Female,0,1
